wav,transcript,accent
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0523.wav,The Russian music player the Count was her obedient slave,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0524.wav,So far as flags were concerned they were beyond all jurisdiction,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0525.wav,New idea he volunteered brand new idea,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0526.wav,Thirty pounds said the captain with finality,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0527.wav,The very idea of it was preposterous,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0528.wav,Captain Doane's orders were swiftly obeyed,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0529.wav,Come on Del Mar challenged,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0530.wav,He had a big chimpanzee that was a winner,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0531.wav,I am sure it must have been some adventure,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0532.wav,That Longfellow chap most likely had written countless books of poetry,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0533.wav,His abnormal power of vision made abstractions take on concrete form,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0534.wav,I'll tell you the librarian said with a brightening face,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0535.wav,He read his fragments aloud,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0536.wav,Typhoid did I tell you,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0537.wav,But she had become an automaton,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0538.wav,At the best they were necessary accessories,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HJK\HJK\wav\arctic_b0539.wav,You were making them talk shop Ruth charged him,Female Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0001.wav,Author of the danger trail Philip Steels etc,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0002.wav,Not at this particular case Tom apologized Whittemore,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0003.wav,For the twentieth time that evening the two men shook hands,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0004.wav,Lord but I'm glad to see you again Phil,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0005.wav,Will we ever forget it,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0006.wav,God bless 'em I hope I'll go on seeing them forever,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0007.wav,And you always want to see it in the superlative degree,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0008.wav,Gad your letter came just in time,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0009.wav,He turned sharply and faced Gregson across the table,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0010.wav,I'm playing a single hand in what looks like a losing game,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0011.wav,If I ever needed a fighter in my life I need one now,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0012.wav,Gregson shoved back his chair and rose to his feet,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0013.wav,He was a head shorter than his companion of almost delicate physique,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0014.wav,Now you're coming down to business Phil he exclaimed,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0015.wav,It's the aurora borealis,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0016.wav,There's Fort Churchill a rifle shot beyond the ridge asleep,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0017.wav,From that moment his friendship for Belize turns to hatred and jealousy,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0018.wav,There was a change now,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0019.wav,I followed the line of the proposed railroad looking for chances,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0020.wav,Clubs and balls and cities grew to be only memories,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0021.wav,It fairly clubbed me into recognizing it,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0022.wav,Hardly were our plans made public before we were met by powerful opposition,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0023.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0024.wav,It was my reports from the north which chiefly induced people to buy,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0025.wav,I was about to do this when cooler judgment prevailed,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0026.wav,It occurred to me that there would have to be an accounting,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0027.wav,To my surprise he began to show actual enthusiasm in my favor,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0028.wav,Robbery bribery fraud,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0029.wav,Their forces were already moving into the north country,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0030.wav,I had faith in them,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0031.wav,They were three hundred yards apart,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0032.wav,Since then some mysterious force has been fighting us at every step,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0033.wav,He unfolded a long typewritten letter and handed it to Gregson,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0034.wav,Men of Selden's stamp don't stop at women and children,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0035.wav,He stopped and Philip nodded at the horrified question in his eyes,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0036.wav,She turned in at the hotel,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0037.wav,I was the only one who remained sitting,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0038.wav,We'll have to watch our chances,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0039.wav,The ship should be in within a week or ten days,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0040.wav,I suppose you wonder why she is coming up here,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0041.wav,Meanwhile I'll go out to breathe a spell,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0042.wav,How could he explain his possession of the sketch,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0043.wav,It seemed nearer to him since he had seen and talked with Gregson,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0044.wav,Her own betrayal of herself was like tonic to Philip,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0045.wav,He moved away as quietly as he had come,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0046.wav,The girl faced him her eyes shining with sudden fear,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0047.wav,Close beside him gleamed the white fangs of the wolf dog,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0048.wav,He looked at the handkerchief more closely,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0049.wav,Gregson was asleep when he reentered the cabin,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0050.wav,In spite of their absurdity the words affected Philip curiously,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0051.wav,The lace was of a delicate ivory color faintly tinted with yellow,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0052.wav,It was a curious coincidence,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0053.wav,Suddenly his fingers closed tightly over the handkerchief,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0054.wav,There was nothing on the rock,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0055.wav,Philip stood undecided his ears strained to catch the slightest sound,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0056.wav,Pearce's little eyes were fixed on him shrewdly,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0057.wav,I have no idea replied Philip,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0058.wav,I came for information more out of curiosity than anything else,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0059.wav,His immaculate appearance was gone,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0060.wav,Anyway no one saw her like that,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0061.wav,Philip snatched at the letter which Gregson held out to him,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0062.wav,The men stared into each other's face,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0063.wav,Yes it was a man who asked a stranger,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0064.wav,The fourth and fifth days passed without any developments,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0065.wav,They closed now until his fingers were like cords of steel,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0066.wav,He saw Jeanne falter for a moment,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0067.wav,Surely I will excuse you she cried,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0068.wav,In a flash Philip followed its direction,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0069.wav,It was his intention to return to Eileen and her father,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0070.wav,He would first hunt up Gregson and begin his work there,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0071.wav,What was the object of your little sensation,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0072.wav,But who was Eileen's double,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0073.wav,The promoter's eyes were heavy with little puffy bags under them,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0074.wav,And now down there Eileen was waiting for him,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0075.wav,There has been a change she interrupted him,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0076.wav,The gray eyes faltered the flush deepened,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0077.wav,It is the fire partly she said,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0078.wav,Then and at supper he tried to fathom her,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0079.wav,It was a large canoe,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0080.wav,What if Jeanne failed him,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0081.wav,What if she did not come to the rock,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0082.wav,His face was streaming with blood,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0083.wav,A shadow was creeping over Pierre's eyes,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0084.wav,Scarcely had he uttered the name when Pierre's closing eyes shot open,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0085.wav,A trickle of fresh blood ran over his face,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0086.wav,Death had come with terrible suddenness,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0087.wav,Philip bent lower and stared into the face of the dead man,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0088.wav,He made sure that the magazine was loaded and resumed his paddling,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0089.wav,The night glow was treacherous to shoot by,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0090.wav,The singing voice approached rapidly,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0091.wav,His blood grew hot with rage at the thought,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0092.wav,He went down in midstream searching the shadows of both shores,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0093.wav,For a full minute he crouched and listened,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0094.wav,He had barely entered this when he saw the glow of a fire,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0095.wav,A big canvas tent was the first thing to come within his vision,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0096.wav,Perhaps she had already met her fate a little deeper in the forest,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0097.wav,Then you can arrange yourself comfortably among these robes in the bow,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0098.wav,Shall I carry you,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0099.wav,A maddening joy pounded in his brain,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0100.wav,You must sleep he urged,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0101.wav,You you would not keep the truth from me,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0102.wav,He will follow us soon,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0103.wav,But there came no promise from the bow of the canoe,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0104.wav,She was sleeping under his protection as sweetly as a child,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0105.wav,Only it is so wonderful so almost impossible to believe,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0106.wav,The emotion which she had suppressed burst forth now in a choking sob,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0107.wav,If you only could know how I thank you,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0108.wav,He waded into the edge of the water and began scrubbing himself,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0109.wav,Do you know that you are shaking my confidence in you,Male Korean
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\HKK\HKK\wav\arctic_a0110.wav,Much replied Jeanne as tersely,Male Korean
